t_seconds,timestamp,kind,detail,magnitude
710.533,11:50.533,blink,dur=218ms depth=0.97,0.9660
711.133,11:51.133,attention,SECOND_DISPLAY az=-22.4 el=-2.8 share=0.23,22.8047
712.867,11:52.867,attention,MAIN_DISPLAY az=-2.1 el=-6.3 share=0.00,20.6909
714.367,11:54.367,blink,dur=257ms depth=0.96,0.9635
718.433,11:58.433,blink,dur=174ms depth=0.99,0.9857
719.500,11:59.500,state_change,IDLE_RELAXED -> IDLE_ATTENTIVE,0.0000
722.700,12:02.700,attention,LENS az=+0.5 el=+0.6 share=0.00,7.3409
722.933,12:02.933,blink,dur=262ms depth=1.00,0.9959
726.133,12:06.133,attention,SECOND_DISPLAY az=-19.7 el=-2.9 share=0.17,20.5476
727.033,12:07.033,blink,dur=216ms depth=0.98,0.9809
728.433,12:08.433,attention,LENS az=+0.2 el=+0.7 share=0.00,20.2317
733.900,12:13.900,attention,MIDDLE_DISTANCE az=+11.1 el=+11.9 share=0.00,15.7116
735.533,12:15.533,head_pitch,"to=(+1.15,-0.36,+0.36)deg dur=0.97s",1.7763
736.000,12:16.000,blink,dur=196ms depth=0.99,0.9881
737.467,12:17.467,attention,MAIN_DISPLAY az=-2.6 el=-5.9 share=0.00,22.5133
737.867,12:17.867,blink,dur=302ms depth=0.98,0.9781
739.367,12:19.367,attention,LENS az=+0.6 el=+0.8 share=0.00,7.4541
741.567,12:21.567,posture_shift,"to=(-0.0062,+0.0100) dur=1.59s",0.0243
741.967,12:21.967,head_pitch,"to=(+1.06,-1.84,+0.46)deg dur=0.88s",1.4782
746.433,12:26.433,blink_partial,dur=162ms depth=0.77,0.7721
746.700,12:26.700,blink,dur=220ms depth=0.99,0.9892
748.933,12:28.933,attention,CHAT az=+19.9 el=-4.9 share=0.18,20.1594
749.500,12:29.500,blink,dur=257ms depth=1.00,0.9979
749.833,12:29.833,head_yaw,"to=(+3.34,-1.96,+0.24)deg dur=1.13s",2.2840
750.567,12:30.567,attention,LENS az=-0.1 el=+0.5 share=0.00,20.7198
750.867,12:30.867,expression,jaw_release peak=0.193 dur=1.96s,0.1927
753.867,12:33.867,state_change,IDLE_ATTENTIVE -> FOCUSED,0.0000
754.400,12:34.400,blink,dur=261ms depth=0.99,0.9934
758.333,12:38.333,attention,DESK az=-8.1 el=-17.2 share=0.00,19.4858
759.533,12:39.533,attention,MAIN_DISPLAY az=-1.6 el=-5.3 share=0.00,13.5619
764.033,12:44.033,blink,dur=246ms depth=0.96,0.9604
764.600,12:44.600,attention,SECOND_DISPLAY az=-23.9 el=-2.7 share=0.26,22.5497
766.033,12:46.033,state_change,FOCUSED -> IDLE_ATTENTIVE,0.0000
767.633,12:47.633,attention,LENS az=-0.7 el=+1.3 share=0.00,23.5761
767.733,12:47.733,head_yaw,"to=(+4.62,-0.71,-0.62)deg dur=0.81s",1.2719
772.700,12:52.700,blink,dur=179ms depth=0.97,0.9708
772.967,12:52.967,blink,dur=150ms depth=0.97,0.9665
778.133,12:58.133,attention,CHAT az=+19.5 el=-5.4 share=0.17,21.2757
779.567,12:59.567,blink,dur=186ms depth=0.99,0.9925
781.033,13:01.033,attention,LENS az=-0.3 el=+0.8 share=0.00,20.7179
788.733,13:08.733,blink,dur=247ms depth=0.98,0.9845
789.133,13:09.133,attention,LENS az=+0.4 el=+0.5 share=0.00,0.7037
791.100,13:11.100,blink,dur=224ms depth=1.00,0.9958
793.367,13:13.367,head_yaw,"to=(-0.41,+0.19,-0.38)deg dur=2.00s",5.0295
794.233,13:14.233,posture_shift,"to=(+0.0181,-0.0096) dur=1.57s",0.0438
795.000,13:15.000,blink,dur=201ms depth=0.97,0.9664
795.733,13:15.733,attention,MAIN_DISPLAY az=-1.6 el=-4.1 share=0.00,5.0389
798.600,13:18.600,expression,brow_lift peak=0.130 dur=2.91s,0.1297
800.100,13:20.100,blink,dur=179ms depth=1.00,0.9985
800.900,13:20.900,attention,CHAT az=+17.3 el=-4.6 share=0.13,18.8989
804.133,13:24.133,attention,MAIN_DISPLAY az=-4.3 el=-4.9 share=0.00,21.6192
806.033,13:26.033,attention,SECOND_DISPLAY az=-19.1 el=-4.0 share=0.16,14.8413
808.200,13:28.200,attention,DESK az=-2.8 el=-16.1 share=0.00,20.3294
808.667,13:28.667,blink,dur=202ms depth=0.98,0.9764
811.000,13:31.000,posture_shift,"to=(-0.0200,+0.0096) dur=1.67s",0.0573
811.600,13:31.600,attention,MAIN_DISPLAY az=-1.7 el=-3.5 share=0.00,12.6198
812.067,13:32.067,blink,dur=224ms depth=0.98,0.9811
815.000,13:35.000,attention,LENS az=-0.1 el=+0.2 share=0.00,4.0508
818.100,13:38.100,state_change,IDLE_ATTENTIVE -> FOCUSED,0.0000
819.433,13:39.433,head_roll,"to=(+0.30,+0.40,+0.77)deg dur=0.77s",1.1505
822.000,13:42.000,attention,CHAT az=+17.9 el=-5.3 share=0.14,18.8242
823.367,13:43.367,attention,MAIN_DISPLAY az=-1.6 el=-2.4 share=0.00,19.7163
824.833,13:44.833,blink,dur=286ms depth=0.98,0.9845
829.267,13:49.267,attention,MAIN_DISPLAY az=-2.5 el=-4.7 share=0.00,2.4391
829.333,13:49.333,state_change,FOCUSED -> IDLE_RELAXED,0.0000
830.733,13:50.733,attention,LENS az=+0.2 el=+0.6 share=0.00,5.9436
832.467,13:52.467,blink,dur=285ms depth=0.97,0.9715
833.833,13:53.833,blink,dur=204ms depth=1.00,0.9960
835.567,13:55.567,head_yaw,"to=(+0.66,+0.54,+1.01)deg dur=0.52s",0.3532
835.767,13:55.767,blink,dur=200ms depth=0.98,0.9781
836.167,13:56.167,attention,SECOND_DISPLAY az=-19.8 el=-3.4 share=0.18,20.4339
836.500,13:56.500,expression,jaw_release peak=0.158 dur=1.40s,0.1581
837.400,13:57.400,attention,MAIN_DISPLAY az=-2.4 el=-5.3 share=0.00,17.4926
838.567,13:58.567,blink,dur=301ms depth=0.97,0.9686
840.400,14:00.400,head_yaw,"to=(+2.10,+0.52,+0.28)deg dur=0.87s",1.4418
842.833,14:02.833,attention,LENS az=-0.4 el=+0.9 share=0.00,6.5027
844.400,14:04.400,blink,dur=157ms depth=0.98,0.9847
845.600,14:05.600,blink_partial,dur=216ms depth=0.76,0.7551
850.100,14:10.100,attention,CHAT az=+14.6 el=-5.9 share=0.07,16.4977
850.333,14:10.333,head_yaw,"to=(-0.65,+0.93,-1.23)deg dur=1.28s",2.7500
852.033,14:12.033,blink_partial,dur=204ms depth=0.56,0.5643
852.833,14:12.833,attention,LENS az=-0.4 el=+0.7 share=0.00,16.3962
855.233,14:15.233,blink,dur=211ms depth=0.96,0.9632
858.667,14:18.667,attention,MAIN_DISPLAY az=-1.7 el=-5.4 share=0.00,6.2766
861.533,14:21.533,blink,dur=150ms depth=0.99,0.9854
862.900,14:22.900,expression,eye_engage peak=0.191 dur=2.11s,0.1906
863.267,14:23.267,attention,SECOND_DISPLAY az=-22.0 el=-4.2 share=0.22,20.3325
867.767,14:27.767,attention,DESK az=-5.9 el=-17.5 share=0.00,20.8645
868.267,14:28.267,head_pitch,"to=(-0.36,-0.86,-1.46)deg dur=0.98s",1.7906
868.800,14:28.800,attention,LENS az=+0.4 el=+1.0 share=0.00,19.4954
870.967,14:30.967,blink,dur=158ms depth=0.98,0.9769
873.067,14:33.067,blink,dur=226ms depth=0.98,0.9821
875.467,14:35.467,blink,dur=202ms depth=0.99,0.9946
876.767,14:36.767,attention,MAIN_DISPLAY az=-1.7 el=-4.7 share=0.00,6.0806
878.533,14:38.533,blink,dur=193ms depth=1.00,0.9989
880.033,14:40.033,attention,LENS az=+0.1 el=+0.5 share=0.00,5.5859
886.567,14:46.567,attention,MIDDLE_DISTANCE az=+12.1 el=+8.5 share=0.02,14.3666
886.967,14:46.967,blink,dur=150ms depth=0.98,0.9753
887.833,14:47.833,head_yaw,"to=(+0.31,-1.18,-1.33)deg dur=0.62s",0.6715
888.933,14:48.933,state_change,IDLE_RELAXED -> THINKING,0.0000
889.533,14:49.533,attention,CHAT az=+16.6 el=-5.5 share=0.11,14.6902
890.000,14:50.000,blink_partial,dur=150ms depth=0.66,0.6641
890.200,14:50.200,blink,dur=236ms depth=0.99,0.9914
892.567,14:52.567,attention,MAIN_DISPLAY az=-1.7 el=-4.6 share=0.00,18.3908
893.833,14:53.833,state_change,THINKING -> READING,0.0000
894.800,14:54.800,attention,MAIN_DISPLAY az=-2.3 el=-4.5 share=0.00,0.5514
896.333,14:56.333,blink,dur=239ms depth=0.98,0.9796
897.500,14:57.500,attention,SECOND_DISPLAY az=-20.3 el=-5.3 share=0.19,18.0666
900.367,15:00.367,blink,dur=196ms depth=0.97,0.9689
900.767,15:00.767,attention,MAIN_DISPLAY az=-0.8 el=-4.5 share=0.00,19.4972
904.500,15:04.500,attention,MIDDLE_DISTANCE az=+10.1 el=+6.8 share=0.00,15.7010
907.067,15:07.067,attention,MAIN_DISPLAY az=-2.0 el=-4.4 share=0.00,16.4707
908.800,15:08.800,state_change,READING -> IDLE_ATTENTIVE,0.0000
910.033,15:10.033,attention,SECOND_DISPLAY az=-20.0 el=-4.8 share=0.18,18.0250
911.700,15:11.700,attention,LENS az=-0.7 el=+0.8 share=0.00,20.0601
916.800,15:16.800,attention,LENS az=-1.0 el=+0.5 share=0.00,0.3366
918.200,15:18.200,blink,dur=184ms depth=0.96,0.9611
920.600,15:20.600,blink,dur=167ms depth=0.99,0.9933
923.333,15:23.333,head_roll,"to=(+0.52,-1.62,+0.11)deg dur=0.86s",1.4362
924.867,15:24.867,blink,dur=207ms depth=0.96,0.9618
924.933,15:24.933,attention,DESK az=-4.1 el=-17.8 share=0.00,18.5473
926.100,15:26.100,attention,LENS az=+0.1 el=+0.9 share=0.00,19.0931
926.733,15:26.733,blink,dur=214ms depth=0.98,0.9806
929.333,15:29.333,blink,dur=206ms depth=0.97,0.9703
931.567,15:31.567,blink_partial,dur=161ms depth=0.60,0.5951
931.900,15:31.900,blink,dur=281ms depth=0.96,0.9637
933.000,15:33.000,attention,SECOND_DISPLAY az=-20.3 el=-2.7 share=0.19,20.6959
934.467,15:34.467,attention,LENS az=-0.3 el=+0.8 share=0.00,20.2770
937.767,15:37.767,blink,dur=217ms depth=0.99,0.9860
941.667,15:41.667,expression,brow_tension peak=0.112 dur=1.42s,0.1119
943.767,15:43.767,blink,dur=187ms depth=0.98,0.9838
946.033,15:46.033,attention,CHAT az=+17.6 el=-5.7 share=0.13,19.0753
946.900,15:46.900,posture_shift,"to=(+0.0200,-0.0035) dur=1.82s",0.0532
947.600,15:47.600,blink,dur=208ms depth=0.98,0.9774
947.900,15:47.900,blink,dur=226ms depth=0.96,0.9630
949.867,15:49.867,attention,MAIN_DISPLAY az=-1.5 el=-4.8 share=0.00,19.1414
952.900,15:52.900,attention,LENS az=-0.0 el=+0.4 share=0.00,5.3404
953.167,15:53.167,head_pitch,"to=(-0.49,+1.40,-1.19)deg dur=1.36s",3.0159
954.300,15:54.300,state_change,IDLE_ATTENTIVE -> FOCUSED,0.0000
957.667,15:57.667,expression,jaw_release peak=0.248 dur=1.07s,0.2480
957.967,15:57.967,attention,DESK az=-4.1 el=-15.6 share=0.00,16.4313
959.533,15:59.533,attention,MAIN_DISPLAY az=-1.2 el=-5.4 share=0.00,10.5423
961.033,16:01.033,blink,dur=154ms depth=0.98,0.9773
961.333,16:01.333,attention,MIDDLE_DISTANCE az=+10.1 el=+6.6 share=0.00,16.5223
967.267,16:07.267,attention,LENS az=-0.3 el=+1.0 share=0.00,11.8768
968.000,16:08.000,state_change,FOCUSED -> IDLE_RELAXED,0.0000
971.600,16:11.600,attention,MAIN_DISPLAY az=-1.9 el=-5.2 share=0.00,6.4098
980.467,16:20.467,attention,DESK az=-6.6 el=-14.8 share=0.00,10.6250
982.567,16:22.567,head_yaw,"to=(+2.50,+1.36,-0.23)deg dur=1.35s",2.9854
982.833,16:22.833,attention,LENS az=-0.1 el=+0.8 share=0.00,16.8973
985.433,16:25.433,attention,MIDDLE_DISTANCE az=+10.5 el=+8.9 share=0.00,13.3139
990.500,16:30.500,attention,MAIN_DISPLAY az=-0.6 el=-4.7 share=0.00,17.6120
991.967,16:31.967,head_yaw,"to=(+0.01,-0.21,+0.24)deg dur=1.20s",2.4917
993.233,16:33.233,attention,SECOND_DISPLAY az=-23.0 el=-4.4 share=0.24,22.3463
995.200,16:35.200,blink,dur=267ms depth=0.99,0.9905
995.300,16:35.300,attention,LENS az=-0.3 el=+0.6 share=0.00,23.2016
1000.367,16:40.367,expression,brow_tension peak=0.155 dur=2.65s,0.1553
1000.733,16:40.733,posture_shift,"to=(-0.0053,+0.0031) dur=1.16s",0.0319
1001.567,16:41.567,blink,dur=188ms depth=0.98,0.9808
1002.000,16:42.000,attention,MIDDLE_DISTANCE az=+11.1 el=+8.9 share=0.00,14.1049
1004.433,16:44.433,attention,DESK az=-2.3 el=-17.2 share=0.00,29.3311
1005.167,16:45.167,head_pitch,"to=(-0.57,+1.52,+0.21)deg dur=0.96s",1.7349
1005.267,16:45.267,blink,dur=264ms depth=1.00,0.9990
1006.900,16:46.900,attention,MAIN_DISPLAY az=-1.2 el=-6.2 share=0.00,11.0968
1013.933,16:53.933,blink,dur=179ms depth=0.98,0.9763
1014.000,16:54.000,attention,LENS az=+0.5 el=+0.6 share=0.00,6.9832
1014.300,16:54.300,head_yaw,"to=(+1.27,+2.72,+1.55)deg dur=0.99s",1.8447
1020.000,16:60.000,head_yaw,"to=(+3.10,+2.02,+0.94)deg dur=0.99s",1.8266
1020.767,17:00.767,blink,dur=301ms depth=0.97,0.9744
1023.300,17:03.300,blink_partial,dur=254ms depth=0.84,0.8443
1026.633,17:06.633,blink,dur=174ms depth=0.98,0.9850
1026.700,17:06.700,attention,SECOND_DISPLAY az=-20.3 el=-1.6 share=0.19,20.8399
1029.333,17:09.333,attention,MIDDLE_DISTANCE az=+10.4 el=+6.3 share=0.00,31.6296
1030.600,17:10.600,blink,dur=223ms depth=0.97,0.9700
1031.367,17:11.367,blink,dur=242ms depth=0.97,0.9679
1031.667,17:11.667,blink,dur=261ms depth=0.99,0.9915
1031.700,17:11.700,attention,DESK az=-6.2 el=-17.2 share=0.00,28.7038
1032.367,17:12.367,attention,MAIN_DISPLAY az=-1.5 el=-4.4 share=0.00,13.5672
1032.433,17:12.433,expression,mouth_settle peak=0.203 dur=2.46s,0.2035
1033.767,17:13.767,head_pitch,"to=(+0.77,-0.31,+0.36)deg dur=1.15s",2.3311
1035.133,17:15.133,blink,dur=272ms depth=0.96,0.9612
1035.633,17:15.633,attention,LENS az=+0.3 el=+1.1 share=0.00,5.7863
1040.500,17:20.500,attention,SECOND_DISPLAY az=-20.3 el=-3.7 share=0.19,21.0934
1041.500,17:21.500,attention,MIDDLE_DISTANCE az=+11.8 el=+5.4 share=0.02,33.2897
1042.500,17:22.500,attention,SECOND_DISPLAY az=-21.3 el=-5.3 share=0.21,34.7686
1043.833,17:23.833,head_yaw,"to=(+1.79,-0.42,-0.26)deg dur=0.73s",1.0184
1044.867,17:24.867,blink,dur=211ms depth=0.99,0.9869
1045.467,17:25.467,attention,MAIN_DISPLAY az=-1.1 el=-4.6 share=0.00,20.2204
1045.933,17:25.933,state_change,IDLE_RELAXED -> IDLE_ATTENTIVE,0.0000
1046.767,17:26.767,attention,LENS az=+0.3 el=+0.3 share=0.00,5.1456
1051.067,17:31.067,posture_shift,"to=(+0.0130,+0.0037) dur=2.26s",0.0189
1052.633,17:32.633,head_yaw,"to=(-1.79,+0.13,-0.88)deg dur=1.54s",3.5771
1053.167,17:33.167,attention,MAIN_DISPLAY az=-3.0 el=-5.9 share=0.00,6.9894
1055.500,17:35.500,attention,SECOND_DISPLAY az=-21.1 el=-4.0 share=0.20,18.2292
1056.867,17:36.867,attention,DESK az=-8.3 el=-17.7 share=0.00,18.8335
1061.433,17:41.433,blink,dur=233ms depth=0.98,0.9765
1062.233,17:42.233,state_change,IDLE_ATTENTIVE -> IDLE_RELAXED,0.0000
1064.700,17:44.700,attention,MIDDLE_DISTANCE az=+13.2 el=+8.5 share=0.04,33.9268
1065.800,17:45.800,blink_partial,dur=236ms depth=0.57,0.5727
1066.133,17:46.133,double_blink_second,dur=161ms depth=0.98,0.9767
1066.933,17:46.933,attention,SECOND_DISPLAY az=-22.3 el=-4.8 share=0.23,37.9318
1068.333,17:48.333,blink,dur=229ms depth=0.98,0.9773
1070.500,17:50.500,attention,MIDDLE_DISTANCE az=+12.1 el=+11.1 share=0.02,37.9526
1071.333,17:51.333,blink,dur=176ms depth=0.99,0.9889
1073.033,17:53.033,attention,LENS az=+0.2 el=+0.4 share=0.00,15.9646
1073.967,17:53.967,blink,dur=196ms depth=0.99,0.9867
1076.967,17:56.967,blink,dur=190ms depth=0.97,0.9685
1081.200,18:01.200,blink,dur=187ms depth=1.00,0.9992
1082.667,18:02.667,blink,dur=150ms depth=0.98,0.9813
1083.067,18:03.067,attention,MIDDLE_DISTANCE az=+8.9 el=+8.2 share=0.00,11.6366
1084.733,18:04.733,head_yaw,"to=(-3.04,+0.38,+0.19)deg dur=0.81s",1.2549
1085.567,18:05.567,blink,dur=235ms depth=0.97,0.9739
1085.733,18:05.733,attention,MAIN_DISPLAY az=-0.4 el=-6.4 share=0.00,17.3430
1087.200,18:07.200,attention,LENS az=-0.5 el=+0.3 share=0.00,6.7493
1091.967,18:11.967,blink,dur=226ms depth=0.99,0.9930
1097.033,18:17.033,head_yaw,"to=(+0.26,+1.49,+0.43)deg dur=1.45s",3.3038
1097.367,18:17.367,blink,dur=194ms depth=1.00,0.9974
1097.700,18:17.700,expression,cheek_tension peak=0.194 dur=2.17s,0.1945
1099.200,18:19.200,blink,dur=282ms depth=1.00,0.9993
1099.667,18:19.667,attention,SECOND_DISPLAY az=-19.0 el=-2.0 share=0.16,18.6988
1102.967,18:22.967,attention,DESK az=-6.0 el=-18.1 share=0.00,20.7103
1103.200,18:23.200,blink,dur=228ms depth=0.99,0.9926
1104.400,18:24.400,attention,LENS az=-0.4 el=+1.1 share=0.00,20.0525
1104.600,18:24.600,state_change,IDLE_RELAXED -> IDLE_ATTENTIVE,0.0000
1109.333,18:29.333,blink,dur=258ms depth=0.96,0.9636
1110.233,18:30.233,attention,MAIN_DISPLAY az=-1.7 el=-5.9 share=0.00,7.1230
1116.867,18:36.867,expression,mouth_settle peak=0.154 dur=2.10s,0.1542
1117.067,18:37.067,attention,LENS az=+0.1 el=+0.8 share=0.00,6.9535
1118.433,18:38.433,head_yaw,"to=(-4.10,+0.10,+0.10)deg dur=1.79s",4.3669
1119.967,18:39.967,blink,dur=225ms depth=1.00,0.9987
1124.033,18:44.033,blink,dur=190ms depth=0.99,0.9919
1124.333,18:44.333,double_blink_second,dur=180ms depth=0.97,0.9725
1127.233,18:47.233,blink,dur=164ms depth=1.00,0.9973
1128.833,18:48.833,head_yaw,"to=(-1.03,+0.39,+1.07)deg dur=1.38s",3.0749
1130.233,18:50.233,attention,SECOND_DISPLAY az=-18.6 el=-4.8 share=0.15,19.4827
1130.767,18:50.767,state_change,IDLE_ATTENTIVE -> IDLE_RELAXED,0.0000
1133.567,18:53.567,expression,brow_lift peak=0.197 dur=2.75s,0.1973
1133.667,18:53.667,attention,DESK az=-5.3 el=-16.1 share=0.00,17.4511
1134.733,18:54.733,attention,LENS az=+0.8 el=+0.8 share=0.00,17.9749
1136.300,18:56.300,blink,dur=251ms depth=0.96,0.9604
1141.933,19:01.933,attention,CHAT az=+19.1 el=-4.7 share=0.16,19.0832
1142.500,19:02.500,blink,dur=211ms depth=0.98,0.9807
1144.467,19:04.467,attention,LENS az=+0.3 el=+0.5 share=0.00,19.4509
1153.933,19:13.933,attention,MAIN_DISPLAY az=-1.5 el=-3.7 share=0.00,4.6067
1156.933,19:16.933,attention,CHAT az=+19.6 el=-6.6 share=0.17,21.2174
1158.967,19:18.967,expression,brow_tension peak=0.167 dur=1.99s,0.1672
1159.633,19:19.633,blink,dur=150ms depth=0.97,0.9727
1160.100,19:20.100,attention,LENS az=-0.1 el=+0.4 share=0.00,20.9057
1162.633,19:22.633,posture_shift,"to=(-0.0015,-0.0074) dur=2.17s",0.0257
1170.900,19:30.900,expression,eye_engage peak=0.093 dur=1.85s,0.0930
1171.700,19:31.700,state_change,IDLE_RELAXED -> THINKING,0.0000
1172.433,19:32.433,attention,MIDDLE_DISTANCE az=+11.2 el=+6.3 share=0.00,12.7985
1172.500,19:32.500,blink,dur=190ms depth=1.00,0.9978
1173.967,19:33.967,blink,dur=233ms depth=0.99,0.9867
1174.300,19:34.300,head_roll,"to=(-0.86,+0.20,+2.07)deg dur=0.73s",0.9930
1174.933,19:34.933,attention,CHAT az=+17.7 el=-7.1 share=0.13,14.8459
1175.367,19:35.367,blink,dur=266ms depth=0.96,0.9606
1178.567,19:38.567,state_change,THINKING -> READING,0.0000
1178.600,19:38.600,attention,MAIN_DISPLAY az=-2.4 el=-4.9 share=0.00,20.2297
1179.000,19:39.000,blink,dur=248ms depth=0.96,0.9640
1183.633,19:43.633,attention,CHAT az=+16.8 el=-5.7 share=0.12,19.2388
1188.667,19:48.667,attention,MAIN_DISPLAY az=-2.8 el=-4.0 share=0.00,19.7529
1189.733,19:49.733,state_change,READING -> IDLE_ATTENTIVE,0.0000
1190.733,19:50.733,attention,LENS az=+0.0 el=+0.5 share=0.00,5.3258
1207.300,20:07.300,state_change,IDLE_ATTENTIVE -> MILD_POSITIVE,0.0000
1212.567,20:12.567,state_change,MILD_POSITIVE -> IDLE_RELAXED,0.0000
1213.367,20:13.367,blink,dur=274ms depth=1.00,0.9957
1214.967,20:14.967,blink,dur=178ms depth=0.98,0.9773
1216.967,20:16.967,expression,mouth_settle peak=0.181 dur=1.32s,0.1809
1217.667,20:17.667,blink,dur=250ms depth=0.98,0.9843
1221.467,20:21.467,blink,dur=214ms depth=0.98,0.9770
1222.633,20:22.633,attention,MIDDLE_DISTANCE az=+4.8 el=+8.5 share=0.00,9.2826
1223.533,20:23.533,attention,DESK az=-4.1 el=-16.5 share=0.00,26.4933
1224.933,20:24.933,attention,MAIN_DISPLAY az=-2.4 el=-5.3 share=0.00,11.2950
1225.367,20:25.367,blink,dur=198ms depth=0.97,0.9744
1228.333,20:28.333,attention,MIDDLE_DISTANCE az=+9.3 el=+8.4 share=0.00,18.0945
1228.967,20:28.967,blink,dur=180ms depth=0.97,0.9748
1231.067,20:31.067,blink,dur=246ms depth=0.97,0.9675
1231.133,20:31.133,attention,LENS az=+0.2 el=+0.3 share=0.00,12.2691
1232.667,20:32.667,blink,dur=248ms depth=0.99,0.9937
1235.600,20:35.600,blink,dur=188ms depth=0.97,0.9668
1235.933,20:35.933,blink_partial,dur=150ms depth=0.83,0.8253
1236.367,20:36.367,attention,DESK az=-5.2 el=-17.0 share=0.00,18.0442
1236.967,20:36.967,expression,cheek_tension peak=0.101 dur=1.99s,0.1007
1238.033,20:38.033,attention,LENS az=-0.3 el=+1.2 share=0.00,18.7736
1243.500,20:43.500,blink,dur=238ms depth=0.98,0.9848
1243.533,20:43.533,attention,MAIN_DISPLAY az=-0.1 el=-3.7 share=0.00,4.8533
1244.067,20:44.067,state_change,IDLE_RELAXED -> IDLE_ATTENTIVE,0.0000
1247.000,20:47.000,attention,LENS az=+0.4 el=+0.3 share=0.00,3.9900
1254.133,20:54.133,blink,dur=294ms depth=1.00,0.9992
1257.600,20:57.600,blink,dur=208ms depth=0.97,0.9749
1259.000,20:59.000,blink,dur=222ms depth=0.98,0.9790
1261.200,21:01.200,blink,dur=218ms depth=1.00,0.9998
1263.433,21:03.433,blink,dur=194ms depth=0.96,0.9645
1266.033,21:06.033,blink,dur=183ms depth=0.97,0.9709
1267.667,21:07.667,posture_shift,"to=(-0.0045,+0.0086) dur=2.22s",0.0190
1267.767,21:07.767,blink,dur=225ms depth=0.99,0.9938
1270.667,21:10.667,blink,dur=321ms depth=1.00,0.9978
1271.033,21:11.033,blink,dur=224ms depth=0.96,0.9630
1271.167,21:11.167,attention,CHAT az=+16.6 el=-5.4 share=0.11,17.1081
1273.700,21:13.700,expression,jaw_release peak=0.054 dur=1.66s,0.0541
1273.767,21:13.767,attention,LENS az=-0.0 el=+0.7 share=0.00,17.6770
1275.633,21:15.633,blink_partial,dur=247ms depth=0.72,0.7240
1277.233,21:17.233,blink,dur=243ms depth=0.99,0.9906
1278.833,21:18.833,attention,SECOND_DISPLAY az=-22.3 el=-1.2 share=0.23,22.3969
1279.567,21:19.567,attention,MIDDLE_DISTANCE az=+8.4 el=+9.3 share=0.00,32.5046
1281.500,21:21.500,attention,LENS az=-0.1 el=+0.8 share=0.00,12.0867
1282.800,21:22.800,blink,dur=297ms depth=0.99,0.9946
1287.767,21:27.767,blink,dur=233ms depth=0.97,0.9731
1289.400,21:29.400,expression,eye_engage peak=0.152 dur=1.33s,0.1523
1290.467,21:30.467,blink,dur=194ms depth=0.98,0.9784
1292.100,21:32.100,blink,dur=259ms depth=0.97,0.9690
1292.633,21:32.633,attention,SECOND_DISPLAY az=-21.2 el=-2.9 share=0.20,21.3739
1295.067,21:35.067,head_roll,"to=(-1.27,-0.77,-1.07)deg dur=1.40s",3.1323
1296.033,21:36.033,attention,MAIN_DISPLAY az=-1.9 el=-4.3 share=0.00,19.2910
1296.633,21:36.633,blink,dur=194ms depth=0.97,0.9741
1296.900,21:36.900,blink,dur=231ms depth=0.99,0.9929
1301.067,21:41.067,attention,SECOND_DISPLAY az=-20.7 el=-3.6 share=0.19,18.7491
1302.700,21:42.700,attention,LENS az=-0.1 el=+0.9 share=0.00,21.0208
1304.667,21:44.667,blink_partial,dur=214ms depth=0.59,0.5866
1307.333,21:47.333,blink,dur=192ms depth=0.98,0.9759
1308.100,21:48.100,expression,mouth_settle peak=0.215 dur=2.62s,0.2151
1311.700,21:51.700,blink,dur=203ms depth=0.98,0.9784
1312.000,21:52.000,blink,dur=231ms depth=0.98,0.9798
1313.700,21:53.700,attention,MIDDLE_DISTANCE az=+9.4 el=+8.7 share=0.00,12.3411
1313.867,21:53.867,blink,dur=199ms depth=0.99,0.9947
1315.367,21:55.367,attention,CHAT az=+18.9 el=-5.7 share=0.16,17.2229
1316.367,21:56.367,blink,dur=172ms depth=0.98,0.9757
1317.133,21:57.133,head_yaw,"to=(+0.11,-1.44,-0.18)deg dur=0.85s",1.3878
1318.767,21:58.767,attention,LENS az=-0.4 el=+0.9 share=0.00,20.3591
1321.467,22:01.467,head_pitch,"to=(-0.28,-0.20,-0.80)deg dur=0.80s",1.2423
1321.800,22:01.800,state_change,IDLE_ATTENTIVE -> FOCUSED,0.0000
1325.300,22:05.300,posture_shift,"to=(+0.0152,-0.0123) dur=1.50s",0.0407
1326.300,22:06.300,attention,SECOND_DISPLAY az=-17.4 el=-3.1 share=0.13,17.4760
1327.833,22:07.833,expression,eye_engage peak=0.177 dur=1.62s,0.1769
1329.700,22:09.700,blink,dur=156ms depth=0.98,0.9767
1330.167,22:10.167,attention,LENS az=+0.1 el=+0.7 share=0.00,17.8943
1335.833,22:15.833,attention,MAIN_DISPLAY az=-1.5 el=-4.2 share=0.00,5.1856
1339.767,22:19.767,blink,dur=242ms depth=0.98,0.9792
1340.067,22:20.067,blink_partial,dur=216ms depth=0.72,0.7241
1344.133,22:24.133,state_change,FOCUSED -> IDLE_RELAXED,0.0000
1346.733,22:26.733,attention,DESK az=-6.8 el=-16.1 share=0.00,12.9221
1349.000,22:29.000,attention,LENS az=+0.1 el=+0.8 share=0.00,18.2458
1351.933,22:31.933,attention,SECOND_DISPLAY az=-21.9 el=-3.7 share=0.22,22.4634
1354.600,22:34.600,attention,LENS az=+0.4 el=+0.2 share=0.00,22.5846
1355.467,22:35.467,expression,brow_lift peak=0.190 dur=2.75s,0.1897
